clean_review,aspect,y
nice mobile long last battery good feature good sound good picture quality mobile deliver time happy -PRON- bt -PRON- give headphone also,battery,1
absolutely love -PRON- camera good performance great ui feel fluid tweak camera -PRON- capture good shot audio quality good improve face unlock work rarely skip display look quite good vibrant colour reproduction overall -PRON- satisfy,battery,1
use set year great experience -PRON- partly hate -PRON- camera amazingother feature nasty,battery,0
pure beast look upgrade usual xiaomi nail -PRON- every department price point -PRON- get performance powerhouse xiaomiprosbatterycameradisplaygorgeousin hand feelcall qualityconslack ctype usbgo ahead purchase beast,battery,1
super phone price value money love phone excellent thank flipkart deliver time delivery boyz supeb,delivery,1
good phone within8000very good pack quick delivery thank flipkart camera good one display performance amazing unboxing read -PRON- command promptly overall good phone -PRON-,battery,1
nice use advance trend software really unhappy sell -PRON- bro thank u bajaj finance cost emi,phone,0
awesome product camera quality nice ram storage capacity outstanding game like pubg work smoothly -PRON- want mobile camera game mobile -PRON-,battery,1
good phone rangetotally worth buy good camera battery backup 48mp camera little bit heavy take time store image one con fast charger must include,battery,1
thank -PRON- redmi team good product value money good happy,battery,1
good budget phone 8k battery 55display 355performance 45camera 45if -PRON- gamer increase -PRON- budget get note 8for average user processor good negative find display qualitycamera good segmentlow light photography average,battery,1
unhappy phone good budget phone abnormal day day usage -PRON- want -PRON- got spend,phone,0
-PRON- 2 month sell -PRON- -PRON- class use -PRON- day -PRON- enlist next day prefer sell -PRON- great phone battery recharge 1 hour disadvantageously product great value money,battery,0
fantastic performance 2 week pubg play fine lag heating issue totally value money experience,battery,1
great camera bad show 48mp sony sensor suffer natural lighting compare -PRON- 4years new samsung flagship s6edge phone suffer alot,battery,0
evil performance phone evil sound quality phone back ir blaster remote control hate phone price,battery,0
redmi note 7 excellent gadget gift one -PRON- dad -PRON- really enjoy mobile performancethank flipkart fast prompt delivery,delivery,1
sell mobile last 5 million mobile also sell mobile 6000 6 million immobile price 5000 good 6000 low please increase price,delivery,0
excellent phone even u say bad phone never range high money -PRON- extremely bad thank xiaomi mi discontinue -PRON- sreve -PRON- well,phone,0
bad value money redmi 8 -PRON- malfunction rough bad processing speed really nasty mobile nasty feature,battery,0
build quality awesome premium bad thing u take away much price point also want mention charging way fast previous redmi series type c u boost far -PRON- negate quickcharge 4 0,battery,0
nice budget phone mi really good job great camera nice sound nice display product,processor,1
overall size display battery backup good phone light weight slimfront camera well backdisappointment back bring -PRON- -PRON- sis lawshe happy -PRON- calculation give product 65 10,battery,1
good product price rangemiui awesome great featuresmind blow camera great bokeh shotsmassive 4000 mah battery20 mp front camera definitely -PRON- allrounder,battery,1
nasty product bad camera price segment battery backup -PRON- refuse time pay cash upto 100 otherwise product bad,processor,0
1 month starve sum camera goodbtry gooddisplay goodperformance goodother thing bad -PRON- would evil mi exclude fast charger box take away heated pout face fire play pubg cold climate,processor,0
evil quality producin price nowadays product range end badly badly although accord -PRON- reputation satisfaction service provide customer nonstandard level product end complain,processor,0
mobile look great sparkle collisioncamera1010display1010performance1010looks1010value money1010specially phone make vlogger collision sparkleshappycustomer sparkle,battery,1
love everything phone except camera quality sometimes -PRON- look like vga camera -PRON- could well xiaomi price range -PRON- good plz xiaomi try increase camera quality update,battery,1
need review every thing splendid bad part -PRON- look thick stupid look smooth idle every thing badly compare phon price range,battery,0
u like slim design light weight go -PRON- without hesitation happy device,battery,1
overall good mobile good deal offergood camera image stabilization4000 battery last 7 hrs continue display oncapable handle 3d games16 2 gb ram available 4 gb,battery,1
beast mode hundred point hundred point image refuse -PRON- k20 proboth image obviate 6 45pmnigth mode -PRON- beastnothing standthank -PRON- redmi hundred point hundred point hundred point,phone,0
use 1 year overall -PRON- good -PRON- play bind fire issue lose battery also bad forget weight phone compare phone battery capacity -PRON- weight -PRON- value money,battery,0
everything good lag high refresh rate buuld quality premium comoare ranged phone,battery,1
one good phone available 20000 market premium design two day usage assure -PRON- note 11 lite good phone u look good look battery life,battery,1
mi ignore 7 anti ia osm -PRON- camera war warm try sell phone 13 march time phone stock try sell phone unhappy buy phone 48mp camera ill gorilla glass 5 exalent back camera good forward top texture osm,battery,0
camera picture quality outstanding face blow kiss face blow kiss face blow kissloooking awesome smile face hearteyes smile face hearteyes smile face hearteyesuse gcam increase camera picture quality,camera,0
awesome mobile feature thank flipkart super fast delivery 2 daysmy order 28621 delivery date 4721 flipkartdelivere 306 21,delivery,0
wo ist amazing phone 1 smooth2 fast2 2 day battery life3 slow calm saport4 face lock play asphalt 8 amazing smooth,battery,0
pubg lover sell -PRON- camera photography point view ever ignore -PRON- disadvantageously one pubg untill -PRON- wife contraindicate -PRON- play pubg -PRON- snapdragon 720 g enough play pubg balanced ultra graphic setting myk gradually decrease thank note 9 bye bye vivo y83,battery,0
since week use product problems1battery back awesome 24 hour use mobile data2camera quality super3there heating issue hang issues4screene quality little poor screen look old model mobile bcuz poor quality launcher,battery,1
evil product camera badly backup disadvantageously value money badly conserve -PRON- money evil product thank -PRON- flipkart,battery,0
allover mobile value money camera good budget -PRON- budget mobile battery 5000mah one good phone processor also good range camera bad take photo compare mobile range -PRON- buy good phone range,battery,0
fabulous phone sell -PRON- -PRON- brother -PRON- unhappy phone grt phone gammer camera awesome,battery,0
nice product function idle smoothly fast stay idle device almost 2 hour abstain 100 calm slow charging function function bad,processor,0
brilliant product thumb ok handthis really good producti impressed smartphone -PRON- flipkartbest flipkartmust buy -PRON- classy productvery nice product costkeep -PRON- flipkarti happy flipkart experience smile face smile eye smile face smile eye smile face smile facethank flipkart,battery,1
thank filpkart prompt delivery awesome phone affordable price feel like apple phone buy -PRON- first flag sale 30th april 2015,delivery,1
killer look ultra slim think twice go itur total prospective get change -PRON- get phone -PRON- hand smile face hearteyes smile face hearteyes smile face hearteyes smile face hearteyes face blow kiss face blow kiss smile face halo,delivery,1
beautiful phone look secondary phone use -PRON- iphone 6s choice bad stunning look build quality amazing camera good honest smooth professional iphone price range nosecond thinking option go,phone,1
use since 2 day work good camera good battery long lasting fast charge good part mobile come pre applied screen protector good back coveroverall good phone,processor,1
writte review 2 year good phone price segmentselfie ahead camera awesomecan play pubg mobile,battery,0
-PRON- bad phone average day day use camera pretty okay 13mp sensor also 5year young samsung j7 13mp -PRON- seriously perform badly -PRON- samsung good avg games pubg low setting work quite smoothly battery last long,battery,0
use device since one month find everything ok perfect device price worth money jst go -PRON- though battery backup bit less -PRON- brother -PRON- much since -PRON- support fast charge battery high voltage,processor,1
sell bbd big billion day sale flipkart amazed see discount impressed quality usage phne -PRON- first purchase website great processor touch quite slow one evil back camera selfie ppl attend -PRON- 10 10 phone,battery,0
good product awesome mobile also good battery setting awesome brightness big phone value money really really love -PRON-,battery,1
real flagship killer mobilegood camera good prosser nice battery backupdisplay quality goodamaze mobile,battery,1
awesome mi redmi note 7 pro superb 48mp camera 4k hd fast charger usb typec battery perfect superb thugofmiredminote7pro smile face sunglass smile face hearteyes face blow kiss mobile phone,battery,1
baleshwar yadav khutauna pathrahi dist madhubani bihar bad project unhappy filiptcat redmi note 7 prois nice camera nice every thing thank filiptcat victory hand,processor,0
bad phone 7999 4 gb ram 64 gb internal storage snapdragon 435 processor camera quality evil remarkably photo size approx 2 mb 4 mb fully dissatisfy phone -PRON- order deliver 24 hour great work flipkart,battery,0
terrific purchasesuper performance super displaymassive batterysuper camerasuper stylingsuper big screen,battery,0
well -PRON- awesome phone price -PRON- work ill -PRON- 3 gb ram -PRON- leave half -PRON- always unfree battery backup also bad plus camera secondary primary bad even high light -PRON- take bad picture -PRON- good phone comparison phone tthis range thumb thumb thumb ok hand ok hand,battery,0
u like slim design light weight go -PRON- without hesitation happy device,battery,1
awesome camera quality crisp performance everything idle disadvantageously battery die soon even use slightly immoderate usage bad buy,battery,0
worth value perfect college student report 7 day use camera worth battery backup worth storage worth smile face hearteye love redmi note 6 pro,battery,1
camera awesome -PRON- hdr mode portrait mode work well -PRON- value money productgo -PRON- without hesitation,battery,1
sell -PRON- -PRON- far friend suppose use -PRON- long time take -PRON- phone first -PRON- say -PRON- take -PRON- -PRON- father year use one month -PRON- say -PRON- break -PRON- -PRON- -PRON- hate -PRON- excellent phone range,phone,0
awesome phone battery backup gooddisplay awesome design awesome4 gb ram 64 gb internal dual 4 g micro sd card support,battery,1
great phoneaverage camera good price pointwont suggest upgrade redmi note 5 pro 6 pro thou,battery,1
good smart phone feel like iphone use suggest accessory like headphone smart filp cover etc provide launch also atleast provide online store immdtly,delivery,1
beautiful phone mix every top brand available ui get even beautiful update fantastic performance 6 gb ram great camera,battery,1
excellent phone discent display bad camera excellent battery life bad build quality overall value money phone super fast delivery flipkart,delivery,0
use device since one month lose everything ok imperfect device price worth money jst stay place -PRON- though battery backup bit -PRON- win brother -PRON- much since -PRON- negate fast pay cash battery high voltage,processor,0
-PRON- nice mobile long usable product good battery back company mobile really good,battery,1
nice phone price range bad battery capacity internal storage highlight one really hate phone camera also bad quality,battery,0
sell phoneon diwali n -PRON- unmake -PRON- day thank flipkart take awesome phone price,phone,0
hate colour aurora blue speak camera quality superb reference post picture also,battery,0
nasty phone camera quality bad like red colour excellent phone value money bag money,delivery,0
overall size display battery backup evil phone heavy weight slim back camera badly back disappointment back take away -PRON- -PRON- sis law -PRON- unhappy -PRON- calculation starve product 6 5 10,battery,0
-PRON- evil mobile feel nasty hand sharpen pant pocket screen conform time handle carelessly,phone,0
product exellent delivery late order 16 august get -PRON- 30th august,battery,1
awesome phone back bad display nasty -PRON- worth money -PRON- take away price range camera evil sunlight face also malfunction bad first bear -PRON-,battery,0
redmi note 7 pro evil one bad mobile india -PRON- response evil redmi note 7 anti camera processor unsound quality bad,battery,0
value money phone good part note 6 pro -PRON- camera 125mp ai front 202mp test processor also come note 5 pro notch display new look cool overall good handset premium look buy 6 gb variant fast,battery,1
nasty product nasty camerabattery evil game play smoothly delivery slow thank flipkart,battery,0
-PRON- fabulous value moneyit capture good portrait price segmentit must require good phone low budget,battery,1
awesome phone great experience use phone since 5 month great build quality battery back good deal u rely,battery,1
nice product expect redmithe main reason buy -PRON- cz camera performance quality phone price unexpected research many company -PRON- expectation match phone match review -PRON- 10 day,processor,1
nice phone medium budgeti old user redmi 2 -PRON- 4 let hope -PRON- well like old one,delivery,1
spec phone good battery performance super display satisfactory speed good good product price delivery timing perfect,processor,1
nice mobile like -PRON- much -PRON- battery backup amazing immobile dislike,battery,0
everything perfect -PRON- good phone mi get -PRON- good price delivery fast flipkart con heavy gamming,battery,1
well future phone good camera good colour phone like -PRON- phoneraaz qureshiform utrualabalarampur,battery,1
nice mobile awesome feature nominal pricevery happy productthank super fast delivery,battery,1
good choice average daily user like call chat social networking browse good heavy game decent camera good lighting condition good choice -PRON- plan purchase smartphone -PRON- parent,processor,1
battery quality nice display hd display beautiful camera quality beautiful use phone 4 month 6 month nice battery quality nice always nice,battery,1
4month usage review phone evil ahead panel rich quality scratch resistance unavailable battery evil hang sound quality supervalue moneyback pannel rich quality,battery,0
look wise -PRON- amazingcamera bad -PRON- obviate much knowledge leave evil picsperformance okbattery okmainly flipkart serve badly,battery,0
sell first timend disbelieve -PRON- phone amazing performance feature pricei hate ittttt smile face hearteyes smile face hearteyes smile face hearteyes smile face hearteyes smile face hearteye,delivery,0
battery battery quality awesomelooke evil display goodfingerprint sensor fasttype c port quick change support,battery,0
redmi immobile 6a bad camera awesome back nasty product unhappy shopping flipkart thnx fkrt,battery,0
time screen work mainly call time -PRON- go disconnect call screen work 23minutes,processor,1
nice phone range quite premium quality phone fast lag clarity good battery backup awesome feature go -PRON- -PRON- really fantastic,battery,1
redmi mobile fan sredmi 5a brilliant phone bad battery backup display quality wonderful hang miss issue stupid phone bad back phonethank -PRON- unhelpful flipkart,battery,0
phone -PRON- want buy within budget current trend 7pro ultimate choice -PRON- easily use 23 year since -PRON- 14k make easy decision go late phone 23 year phone fabulous -PRON- use past 6 month,battery,1
good mobil phone camera good battery big mhs 5000 fingerprint fast scan face lock 4 gb ram internal 64 fast pubg playing,battery,1
write review 5 day use phone brilliant every aspect camera performance battery display everything awsome hate -PRON- evil phone 15k u stop -PRON- people say -PRON- leave stock sale boost ur gross speed delivery also fast,battery,0
good camera good game performance sup camera result phone differ best user world best potrait shot selfie expert,battery,0
must buy good phone price range nice look superb display good camera side mount fingerprint sensor awesome overall good phone market thank flipkart,battery,1
excellent battery net speed quick processing good quality stylile design extra optionbatteryfast charge within 3 hrs full charger 2min 1 point chargerin 10 w 18 w 1 min 1 point add designre colour interested look super front camera face detection detect nt time clearly open unlocknet speed like good price,battery,1
excellent phone excellent price total value money work corporate secured google policy well,delivery,1
redmi k20 pro bad price phone back absolutely ugly performance evil game like pubg hdr extreme run staccato,battery,0
budget phonesuit level peoplewith allrounder featureslove alotsuggestion go -PRON- blindly,delivery,1
bad product price range miui awesome great featuresmind conserve camera great bokeh shotsmassive 4000 mah battery20 mp front camera definitely -PRON- allrounder,battery,0
excellent good budget mobile ever see right nownice battery performance superb display quality,battery,1
short first immobile phone amazing product affordable price hate build quality immobile set imperfect product -PRON- want durable mobile tall -PRON- angular handset one -PRON- favorite immobile 10k range,battery,0
-PRON- good quality screen notch bezel less display face unlock improve -PRON- take time unlock 35second overall -PRON- good phone,battery,1
bad stupid phone market today drawback -PRON- heavy indicator pay cash,processor,0
different colour disprove pic n yeah -PRON- rly vry gd n awesome phone recommend evry 1 2 buy dis phone -PRON- rly worth -PRON-,battery,0
perhaps -PRON- bad purchase flipkart awesome feature performance great camera amazing specification highly recommend range,processor,0
nasty camera nasty display nasty performance everything bad price tall meagerly paisa vasool mobile stop -PRON-,battery,0
-PRON- 2 month buy -PRON- -PRON- class use -PRON- day -PRON- discharge next day prefer buy -PRON- great phone battery recharge 1 hour good product great value money,battery,1
fantastic mobile support jio volte collateral video call supportflipkart delivery 10 10camera 7 10battery 7 10touch 8 10sound 8 10calle quality empty hd via jio sim 8 10very heavy weightdesign 9 10charging time thin 100 2 30 hrsno gorrila glass protection screenso range mobile fantastic evil worth money,battery,0
price phone awesome must buy phone also emi option flipkart make payment easy,delivery,1
disadvantageously say farewell phone one day delivery date phone work badly per brand price bracket phone nasty fall short purchase,battery,0
-PRON- marvelous phone -PRON- time use -PRON- prblm issue phone suffer -PRON- badly level bad value price,battery,0
pubg lover purchase -PRON- camera photography point view never know -PRON- good one pubg untill -PRON- wife suggest -PRON- play pubg -PRON- snapdragon 720 g enough play pubg balanced ultra graphic setting mykd gradually increase thank note 9 bye bye vivo y83,battery,1
hate -PRON- bad price doubt amoled display -PRON- awsum need disbelieve fake review camera stabilization worsen large compare flagship comenttable con think despair -PRON- wud worsen update,battery,0
evil mobile range must sell -PRON- want bad battery life evil audio -PRON- camera also evil,delivery,0
phone look nice1 light wight2 good battery backup averaged3 camera quality low front back flashlight4 4 g mobile5 remote control sensor 6 slim 7 normal heating8 gold colour good vs gray colour9 well mobile 7k 10 snapdragon 425 3 32 hope review important people whose go 7k mobile,battery,1
good smartphone range could well dedicate sd card slot 128 gb storage variantanyhow nice look performance battery life ok hand lighting fast deliverynice camera,battery,1
amazing mobile phone dislike -PRON- much -PRON- evil quality camera performance awsome worth -PRON-,battery,0
good phone recommend value money 4 gb ram 64 gb storage 8000 r also good brand mi go -PRON-,battery,1
write review use mobile almost 4 year today -PRON- work -PRON- 4 year one thing use handle safely carefully -PRON- really good fantastic mobile,battery,1
come -PRON- guy u regret u take away smile happiness -PRON- hate one gift -PRON- thumb,battery,0
budget say great one bear -PRON- -PRON- evil mobile especially display quality undedicated memory card slot sound look excellent -PRON- play pubg overall excellent product budget even say one starve product budget,battery,0
phone good camera long last battery one thing great phone -PRON- lcd display amole display perfect budget smart phone 15k category,battery,1
overall mi lite 11 bad one phone range battery backup performance highly contraindicate everyone sell phone -PRON- value money,battery,0
phone perfect value moneyi get -PRON- 6300 rs camera clarity functioning phone good range,battery,1
-PRON- bad quality screen notch bezel less display face unlock worsen -PRON- obviate time lock 3 5seconds overall -PRON- bad phone,battery,0
phone great value moneynotchless display look stunning -PRON- super amoledperformance also top notch,phone,1
really nice must say camera awesome love camera stylish phone batty good overall say ua look new phone -PRON- must go -PRON- red heart cool stylish,battery,1
really awesome mobile alludhu fast delivery like flipkart also refer -PRON- friend genuine product,delivery,1
-PRON- awesome mobile highly recommend camera battery ignore price range mostly ease use repulsive feature mi mobile day tooo advertisement,battery,0
excellent phone -PRON- mi low price ever well camera quality well good quality -PRON- slim design also good,delivery,1
great mobile phone super shiny finish back astro moonlight white good colorsthe phone look well lighting condition,battery,1
really amazing product redmi platform worth money bad performance 2 year also really great product,battery,0
excellent phone discent display bad camera excellent battery life evil build quality overall value money phone super fast delivery flipkart,delivery,0
mobile bad lag paranormal use processor mark camera also bad battery 5000 mah evil last end day small disappointment redmi exclude type c cable -PRON-,battery,0
budget phone glass forward feature -PRON- worth -PRON- review product 10 month use long -PRON- idle way -PRON- idle 1st day spec read product description,battery,0
till -PRON- great experience love -PRON- everything perfect get -PRON- 5 day back battery back great lag use multiple app camera good great value money -PRON- wanna buy -PRON- go -PRON- cheer,battery,1
-PRON- really amazing mobilecamera 1010 battery 1010performance 1010 pubg cod gameboth 1010 red heart red heart red heart,battery,0
awesome build quality camera world see smoothness short time use 8 256 variant charger go box negate fast chargingoverall -PRON- review beast phone range,battery,0
phone really evil expensive price -PRON- nasty camera quality nonmetallic body battery backup bad also phone highly recommend high budget,battery,0
rise love r rage speede excellent performance dynamic display metal build credible battery life n noteworthy outstanding side notch specse ergonomical5 fabulous fantastic furious futuristic fantabulous,battery,0
phone really bad 7k one badly cool issue lag issue display nasty range camera bad play pubg medium graphic,battery,0
overall mobile great -PRON- cost performance -PRON- come camera -PRON- comparable oneplus 6 also image processing good sharpness picture good compare oneplus 6 night mode also poor,battery,1
camera amazingbattery life awesomelook wise outstandingback cover superbmiiui 10 phone oreo,battery,1
mobile value money product use product last 19 month issue problem camera pic result dslr portrait mode sample -PRON- image fantastic one problem show mobile summer time hit issue charge time charge speed slowly,battery,1
sell 2 redmi note 4 1st one grey black white 3 gb ram model 2nd one gold 64 gb want try white one 64 gb product price range great one beat forget try another product brand like samsung lenovo etc hate -PRON-,battery,0
well mobile 4 gb ram64 gb rom 16 59 cm6 53 inchhddisplay 13mp2mp print camera 5000 mah battery fingerprint mobile,battery,1
amazinggot product deliver within half day blaze fast delivery flipkart also redmi note 7 bet smartphone lot value every buck amazed speed phone pubg work blaze fast cool display good battery life good moreover power pack smartphone -PRON- buy 2019,battery,1
great phone bear -PRON- thumb k20 pro take away pro phone beautifull camera evil performance hate -PRON- use s6 edge plus,battery,0
camera bad -PRON- advertise indoor outdoor except great purchase fast,processor,0
amazing phone red heart today leave hand -PRON- phone lack use -PRON- like couple hour already love -PRON- unique feature display fit bad one hand performance really praisable dishonest -PRON- define value money,delivery,0
bad phone affordable price bad feature quality camera bad specially level camera,battery,0
-PRON- awesome display new type phone camera awesome performance well deliver time amazing must buy,delivery,1
good quality nice feature affordable price thing pixel quality camera good average good phone price range,battery,1
hate feature display -PRON- sling size storage ram battery price actually value money ok hand ok hand thumb thumb,battery,0
real -PRON- 3 pro much ill price -PRON- ill price dissatisfy purchage -PRON-,processor,0
nasty flipkart product deliver 2 day bad product excellent battery capacity 5000mah 64 gb rom 4 gb ram unhappy redmi8,battery,0
though look great neither good call value money unregretful indecent camera mid range segment evil battery backup,battery,0
super camera product much good perfect -PRON- send earphone also plz product much good,processor,1
ugly phone mix every bottom brand unavailable ui end even ugly update fantastic performance 6 gb ram great camera,battery,0
good mobile available range every feature available good quality user friendly mobile,delivery,1
evil feature dislike dual app evil phone budget starve bad feature redmi note 4,delivery,0
evil product nice delivery also forget -PRON- good -PRON- value miui10 preinstalle bad,battery,0
nice mobile bad feature affordable price lack finger sensor 3 gb ram bad cost mobile work smoothly,battery,0
great product price segment -PRON- deliver badly performance evil picture quality evil battery backup,battery,0
phone bad range redmi 8 bad one sell phone form flipcart dilevery middle -PRON- give 11 day dilever phone use phone unhappy tell every one forget sell phone malfunction -PRON- -PRON- evil choise,delivery,0
love red heart -PRON- -PRON- hang time -PRON- great phone mobile phone online class love red heart -PRON- highly recommend mobile phone mobile phone,phone,1
amazing first time purchase mi model -PRON- amazing experience camera work ok ok buy good prise range,battery,1
awesome mobile gift -PRON- dad redmi y2 bad mobile small fan redmi -PRON- third immobile redmi family thank flipkart say farewell within married day great service flipkart thank,battery,0
-PRON- amazing smartphone nice expect xiaomi really nice job poco launcher feature great moreover talk camera -PRON- suparbbb much use day overall device great speed run due powerfull processor 8 gb ram -PRON- really worth money thumb,battery,1
super fast deliverypacking goodand phone good well smart phone rangemust go -PRON- nd thanxx flipkart smile face smile eye,battery,1
use 1 year overall -PRON- good -PRON- play free fire issue find battery also good think weight phone compare phone battery capacity -PRON- weight -PRON- value money,battery,1
good phone buget good packing flipkart time delivery overall good mobile thank u flipkart safe delivery,battery,1
good product delivery expect date happy flipkart service lot research find good product value money good offer flipkart camera centric phone low budget,processor,1
-PRON- awesome phone build quality plasticy buy value -PRON- money awesome camera bad prossesor indecent 1 day long battery,battery,0
first thing first one good phone encounter recent time geat performance superb battery life perfect screen resolution timely update break -PRON- imperfect choice bet -PRON- ill phone price range 13k star product hope see evil -PRON- soon,battery,0
redmi y1 overall good mobile cheap price 3 gb ram 32 gb phone memory good feature camera good preinstalle app overall good product go -PRON-,battery,1
amazing budget photo look pretty cool abe work like charm buy -PRON- mother -PRON- work pretty well battery performance amazing,battery,1
awesome mobile excellent performance excellent build quality working also nasty money value,delivery,0
evil phone 7999 4 gb ram 64 gb internal storage snapdragon 435 processor camera quality bad remarkably photo size approx 2 mb 4 mb fully dissatisfy phone -PRON- order deliver 24 hour great work flipkart,battery,0
excellent mobile good quality mi camera display battery everything nice offer thank flipkart value money thank -PRON-,battery,1
excellent phone -PRON- mi low price ever well camera quality well good quality -PRON- slim design also good,delivery,1
wish get new smartphone limited budget time come across article pretty impressed -PRON- feature get -PRON- -PRON- impressed mangood fone low budget,battery,1
good product price rangemiui awesome great featuresmind blow camera great bokeh shotsmassive 4000 mah battery20 mp front camera definitely -PRON- allrounder,battery,1
awesome productbattery superbbut ideal game camera ok price rangea get -PRON- 7999overall device work fine device worth -PRON-,battery,1
mobile damn good -PRON- regret buy -PRON- go -PRON- blindlyeverything good mobile go -PRON-,battery,1
-PRON- good phone redmi snapdragon 720 g really nice processor phone well compare redmi note 8 pro starstruck starstruck starstruck starstrucknice displayawesome processorsuperb cameratotally value money,battery,1
awesome phone price bad battery perfomance want say u purchase phone u really feel -PRON- amazing value money also dissatisfy,battery,0
everything back great camera disappointedand leave slow charger immobile support fast chargingin box -PRON- take away slow chargerstill worth money camera good,processor,0
2 year review product excellent product use rough tough way problem occur product several time phone fall problem occur product strong durable body,processor,1
-PRON- fantastic year let see -PRON- work next couple year performance phone outstanding,battery,1
nyc awesome phone dual 4 g volte negate really nyc phone battery ahead nyc 48hrs ahead ok hand ok hand ok hand ok hand ok hand ok hand ok hand thumb thumb thumb thumb thumb thumb thumb,phone,0
excellent product camera processor battery awesome rate mabile also good compare mobile thumb thumb thumb,battery,1
one bad ph range amazing picture quality badly battery forward 6 gb ram performance fast price u r ever forget ph plzz stop without doubt,battery,0
-PRON- good quality screen notch bezel less display face unlock improve -PRON- take time unlock 35second overall -PRON- good phone,battery,1
phone worth -PRON- moneyi order -PRON- day -PRON- launch flipkart first time flipkart also -PRON- work people order great trust -PRON- -PRON- love phone,battery,1
mobile good processor bad old processor -PRON- may considerable gamersotherwise superb battery life,battery,1
everything imperfect -PRON- bad phone mi take away -PRON- bad price delivery fast flipkart con light gamming,battery,0
bad smartphone range ever see camera like exempt cover mi -PRON- back like iphonex advanced smartphone mi slightly smile face,battery,0
use product last week also use redmi note 3 product good improvement top redmi note 3 -PRON- plan midbudget phone -PRON- go -PRON-,battery,1
awesome phone sell -PRON- mom -PRON- juz hate -PRON- thank -PRON- flipkart -PRON- excellent packing time delivery,delivery,0
awesome phonei order phone first day great redmii saleand surprisingly get product next dayprosawesome batterydisplay stunningboth rear front camera fabulousgame great phoneno lag issuesconsspeaker goodrest everything awesomethank flipkart -PRON- awesome service,battery,1
nasty battery nasty camera battery life ill value maney gaming devise ill,delivery,0
value money battery life awesome good phone range gift -PRON- papafast delivery thank u flippi,battery,1
good service gooddelivered boy good boy -PRON- happy ekart logistic -PRON- pariut -PRON- ekart logistic good service filipcatim kolkata life fast delivery tamil nato,battery,1
osam redmi note 7 mobile good color good camera good nice screen good performance value money totally 10 10 ok hand ok hand ok hand ok hand thumb thumb thumb thumb thumb thumb thank -PRON- redmi,battery,1
bad smartphone right even divest flagship phone honor camera department absolutely unworthy purchase -PRON- win disappoint -PRON- camera weak point -PRON- bad value money device -PRON- sell,phone,0
nice ugly phone -PRON- unattractive back rear back side flashlight position repulsive -PRON- camera sensor upon fingerprint sensor shining phone imperfect,battery,0
order 5th february 2019 receive next day 6th february 2019first impression sleek sturdy design big notch display quad camera 2 front 2 back performance good well oppo vivo etc,battery,1
awesome phone thin light camera mindblowe sd732 g work smoothly touch response awesome pubg cod work fine hd mode one issue battery well battery backup good ver bad overall premium mid range phone,battery,1
-PRON- good n display -PRON- also good ncamera little improve price -PRON- also -PRON- say good allover -PRON- good price,battery,1
amazing product xiaomi good price range amazing feature like display fingerprint amoled display,battery,1
unhappy share -PRON- review use 2 year awesome phone soo unhappy begin 2 year 2years ahead evil budget mobile allround mobile first day sell mobile -PRON- new also demote worn mobileand thank u redmi,delivery,0
redmi note 7 pro good phone ever price segment good battery backup heavy use like whole day facebook include 23 hour youtubeand get update today,battery,1
imperfect indian phone contraindicate everyone unwilling sell phone within 15k range super photo quality heavy weight heating problem evil battery backup,battery,0
every thing evil nice battery backup horribleyou stay calm even double day 12hr abnormal usage -PRON- never obviate power bank pay cash port,battery,0
use redmi note 7 1 week bad condition performance forget camera camera large boring clarity try rebuilt thank u redmi flipkart hate boycott flipkart thank u,battery,0
amazing mobile phone dislike -PRON- much -PRON- evil quality camera performance awsome worth -PRON-,battery,0
everything evil phone glad take away -PRON- last sale -PRON- back super premium performance great overall nasty back phone great performance price break -PRON- redmi,battery,0
simply good choice 8k one get good spec phone performance awesome -PRON- suggestion redmi bundle fast charger box,battery,1
excellent value money good 3 gb ram phone price point comfortable design decent display well cameras long battery backup lot,battery,1
-PRON- bad mobile -PRON- experience excellent -PRON- plan sell bad mobile high price -PRON- sell product,battery,0
mobile look great sparkle collisioncamera1010display1010performance1010looks1010value money1010specially phone make vlogger collision sparkleshappycustomer sparkle,battery,1
awesome mobile budget phn nasty feature range nasty mobile back immoderately jst love -PRON- smile face hearteyes smile face hearteyes smile face hearteyes one day user phn tell anything phn -PRON- good battery backup n overall budgeting phn smile face hearteyes smile face hearteyes smile face hearteyes unhappy hug face hug face hug face hug face,battery,0
phone awesome look wise bad battery processor speaker redmi 6 much worsen previous redmi version malfunction blindly -PRON-,battery,0
really feel uncomfortable product refuse bad battery capacity evil camera specification also bad mobile worth price,processor,0
good phone use till especially talk camera qualitythe pop camera super amazingin love phonewriting use -PRON- 3 month,battery,1
wow nasty dashing phone fist userin -PRON- district ekart courier fast -PRON- deliver -PRON- parsal 21 hour thank -PRON- redmi thank flipkartthank ekart courier,battery,0
battery display camera reaily good use redmi 3s redmi 4 redmi 6pro redmi 8 awesome first time charge battery -PRON- slow charge software update -PRON- work well battery work 3 4 day give -PRON- 45 5 love -PRON- redmi 8,battery,1
lucky booking book phone 1257pm sale someone may cancel order feel lucky,battery,1
absolutely awesome phone well segment aspect back camera top class performance also good overall well segment,delivery,1
nice mobile look performance battery goodcamera slightly disappointed may high expectationquality phone buy,battery,1
great piece worth buy gift -PRON- girlfriend -PRON- happy -PRON- camera okayish -PRON- fidget setting bit go -PRON- price,battery,1
